TMC,YEAR,lanes
110-05377,2017,2
110-05376,2017,2
110-05379,2017,3
110-05362,2017,2
110-05361,2017,2
110-05364,2017,2
110P04888,2017,4
110P04889,2017,2
110-05363,2017,2
110P04886,2017,4
110P04887,2017,4
110P04884,2017,5
110-05360,2017,2
110P04885,2017,5
110P04882,2017,3
110-05369,2017,2
110P04883,2017,4
110P04880,2017,3
110P04881,2017,3
110-05366,2017,2
110-05365,2017,2
110-05368,2017,2
110-05367,2017,2
110-05472,2017,2
110-05471,2017,2
110-04142,2017,3
110-05474,2017,2
110-04143,2017,3
110-05473,2017,2
110-05470,2017,2
110-04148,2017,3
110-04149,2017,3
110-05479,2017,2
110-04144,2017,3
110-05476,2017,2
110-05475,2017,2
110-04145,2017,3
110-05478,2017,2
110-04146,2017,3
110-04147,2017,3
110-05477,2017,2
110P04949,2017,3
110P04947,2017,3
110P04948,2017,3
110P04945,2017,3
110P04946,2017,3
110-05460,2017,2
110-05463,2017,3
110-05462,2017,3
110P04944,2017,4
110-05469,2017,2
110-05468,2017,2
110-05465,2017,3
110-05464,2017,3
110-05467,2017,2
110-05466,2017,2
110P04958,2017,3
110P04956,2017,3
110-05450,2017,2
110P04957,2017,3
110-04120,2017,3
110-05452,2017,2
110P04954,2017,3
110-04121,2017,3
110P04955,2017,4
110-05451,2017,2
110P04950,2017,3
110P04951,2017,3
110-05458,2017,2
110-04126,2017,4
110-04127,2017,4
110-05457,2017,2
110-04128,2017,4
110-05459,2017,2
110-05454,2017,2
110-04122,2017,4
110-05453,2017,2
110-04123,2017,4
110-04124,2017,4
110-05456,2017,2
110-05455,2017,2
110-04125,2017,4
110-05440,2017,2
110-05447,2017,2
110-05446,2017,2
110-05449,2017,2
110-05448,2017,2
110-05443,2017,2
110-05442,2017,2
110-05445,2017,2
110-05444,2017,2
110-05430,2017,2
110-05436,2017,2
110-05435,2017,2
110-05438,2017,2
110-05437,2017,2
110-05432,2017,2
110-05431,2017,2
110-05434,2017,2
110-05433,2017,2
110-05439,2017,2
110P04907,2017,3
110P04908,2017,3
110P04905,2017,3
110P04906,2017,3
110P04903,2017,2
110P04904,2017,2
110P04901,2017,2
110P04902,2017,2
110P04900,2017,2
110-05424,2017,2
110-05427,2017,2
110-05426,2017,2
110-05421,2017,2
110-05420,2017,2
110-05423,2017,2
110-05422,2017,2
110-05429,2017,2
110-05428,2017,2
110P04914,2017,2
110P04915,2017,2
110P04912,2017,3
110P04913,2017,3
110P04910,2017,3
110P04911,2017,3
110-05414,2017,2
110-05416,2017,2
110-05415,2017,2
110-05410,2017,2
110-05412,2017,2
110-05411,2017,2
110-05418,2017,2
110-05417,2017,2
110-05419,2017,2
110P04925,2017,3
110P04926,2017,3
110-05403,2017,2
110-05402,2017,2
110-05405,2017,2
110-05404,2017,2
110-05401,2017,2
110-05400,2017,2
110-05407,2017,2
110-05406,2017,2
110-05409,2017,2
110-05408,2017,2
110+05019,2017,3
110+05012,2017,2
110+05011,2017,2
110+05018,2017,3
110+05010,2017,2
110+05009,2017,2
110+05008,2017,2
110+05007,2017,2
110+05023,2017,3
110+05022,2017,3
110+05021,2017,3
110+05020,2017,3
110-05353,2017,2
110-05359,2017,2
110-05358,2017,2
110-05355,2017,2
110-05354,2017,2
110-05357,2017,2
110-05356,2017,2
110N04603,2017,4
110N04608,2017,4
110N04609,2017,4
110N04604,2017,4
110P04699,2017,4
110N04605,2017,4
110P04697,2017,4
110N04606,2017,4
110N04607,2017,4
110P04698,2017,4
110P04696,2017,3
110P04693,2017,2
110P04694,2017,2
110P04691,2017,3
110P04692,2017,2
110N04611,2017,4
110+10919,2017,4
110N04612,2017,4
110+10918,2017,4
110N04613,2017,4
110N04610,2017,4
110+10921,2017,4
110+10920,2017,4
110N04645,2017,6
110N04646,2017,5
110N04647,2017,4
110N04648,2017,4
110P04670,2017,4
110P04688,2017,3
110P04689,2017,3
110P04686,2017,2
110P04687,2017,2
110P04684,2017,2
110P04682,2017,2
110P04683,2017,2
110P04681,2017,2
110N04688,2017,3
110N04689,2017,3
110N04684,2017,2
110N04686,2017,2
110N04687,2017,3
110P04613,2017,4
110P04611,2017,4
110P04612,2017,4
110P04610,2017,4
110N04681,2017,2
110N04682,2017,2
110N04683,2017,2
110N04670,2017,4
110N04699,2017,4
110N04698,2017,4
110P04648,2017,4
110P04646,2017,5
110P04647,2017,4
110P04645,2017,5
110N04691,2017,2
110N04692,2017,2
110N04693,2017,2
110N04694,2017,2
110P04709,2017,4
110P04707,2017,4
110P04708,2017,4
110P04705,2017,4
110P04706,2017,4
110P04703,2017,4
110P04704,2017,4
110P04701,2017,4
110P04702,2017,4
110P04700,2017,4
110P04710,2017,3
110P04729,2017,4
110P04728,2017,4
110P04776,2017,4
110P04774,2017,3
110P04775,2017,4
110P04772,2017,3
110P04773,2017,3
110P04770,2017,2
110P04771,2017,3
110P04789,2017,4
110P04787,2017,3
110P04788,2017,3
110P04785,2017,3
110P04786,2017,3
110P04784,2017,3
110P04798,2017,2
110P04799,2017,2
110P04794,2017,3
110P04795,2017,3
110P04792,2017,3
110P04793,2017,3
110P04790,2017,3
110P04791,2017,3
110P04738,2017,2
110P04739,2017,3
110P04736,2017,2
110P04734,2017,3
110P04735,2017,3
110P04732,2017,2
110P04733,2017,2
110P04730,2017,2
110P04731,2017,2
110-05021,2017,3
110-05020,2017,3
110-05022,2017,3
110P04743,2017,3
110P04741,2017,3
110P04742,2017,3
110P04740,2017,3
110-05010,2017,2
110-05012,2017,2
110-05011,2017,2
110-05018,2017,3
110-05017,2017,3
110-05019,2017,3
110-05007,2017,2
110-05009,2017,2
110-05008,2017,2
110P04819,2017,3
110P04817,2017,3
110P04818,2017,3
110P04815,2017,3
110P04816,2017,3
110P04813,2017,3
110P04814,2017,3
110P04811,2017,3
110P04812,2017,3
110P04810,2017,3
110P04828,2017,2
110P04827,2017,2
110P04824,2017,4
110P04823,2017,4
110P04820,2017,3
110P04821,2017,3
110P04848,2017,3
110P04849,2017,3
110P04847,2017,2
110+15859,2017,3
110P04808,2017,3
110P04809,2017,3
110P04806,2017,2
110P04807,2017,3
110P04804,2017,2
110P04805,2017,2
110P04803,2017,2
110P04800,2017,2
110P04801,2017,2
110+04801,2018,2
110+04800,2018,2
110+04806,2018,2
110+04805,2018,2
110+04804,2018,2
110+04803,2018,2
110+04849,2018,3
110+04848,2018,3
110+04847,2018,2
110+04824,2018,4
110+04823,2018,4
110+04821,2018,3
110+04828,2018,2
110+04827,2018,2
110+04825,2018,3
110+04820,2018,3
110+04819,2018,3
110+04818,2018,3
110+04813,2018,3
110+04812,2018,3
110+04811,2018,3
110+04810,2018,3
110+04817,2018,3
110+04816,2018,3
110+04815,2018,3
110+04814,2018,3
110+04809,2018,3
110+04808,2018,3
110+04807,2018,2
110+04889,2018,4
110+04888,2018,4
110+04887,2018,4
110+04882,2018,3
110+04881,2018,3
110+04880,2018,3
110+04886,2018,4
110+04885,2018,5
110+04884,2018,4
110+04883,2018,3
110+04879,2018,3
110+04878,2018,3
110+04877,2018,2
110+04876,2018,2
110+04871,2018,2
110+04870,2018,3
110+04875,2018,2
110+04874,2018,2
110+04873,2018,2
110+04872,2018,2
110+04868,2018,3
110+04867,2018,3
110+04866,2018,3
110+04865,2018,3
110+04869,2018,3
110+04860,2018,4
110+04864,2018,3
110+04863,2018,3
110+04862,2018,4
110+04861,2018,4
110+04857,2018,3
110+04856,2018,2
110+04855,2018,3
110+04859,2018,3
110+04858,2018,3
110+04852,2018,3
110+04851,2018,3
110+04850,2018,3
110+04899,2018,2
110+04898,2018,2
110+04893,2018,2
110+04892,2018,2
110+04891,2018,2
110+04890,2018,2
110+04897,2018,2
110+04896,2018,2
110+04895,2018,2
110+04894,2018,2
110+04927,2018,3
110+04926,2018,3
110+04925,2018,3
110+04912,2018,3
110+04911,2018,3
110+04915,2018,2
110+04914,2018,2
110+04913,2018,3
110+04908,2018,3
110+04907,2018,3
110+04906,2018,3
110+04901,2018,2
110+04900,2018,2
110+04905,2018,2
110+04904,2018,2
110+04903,2018,2
110+04902,2018,2
110P04608,2018,4
110P04609,2018,4
110P04606,2018,4
110P04607,2018,4
110P04604,2018,4
110P04605,2018,4
110P04603,2018,4
110+04956,2018,3
110+04955,2018,3
110+04953,2018,2
110+04959,2018,3
110+04958,2018,3
110+04957,2018,3
110+04952,2018,2
110+04951,2018,3
110+04950,2018,3
110+04945,2018,3
110+04944,2018,3
110+04949,2018,3
110+04948,2018,3
110+04947,2018,3
110+04946,2018,3
110+04695,2018,2
110+04694,2018,2
110+04693,2018,2
110+04692,2018,2
110+04699,2018,4
110+04698,2018,4
110+04697,2018,4
110+04696,2018,2
110+04691,2018,3
110+04690,2018,3
110P05542,2018,2
110P05540,2018,2
110P05541,2018,2
110P05508,2018,2
110P05509,2018,2
110P05506,2018,2
110P05507,2018,2
110P05504,2018,2
110P05503,2018,2
110P05500,2018,2
110P05519,2018,2
110P05517,2018,2
110P05518,2018,2
110P05513,2018,2
110P05514,2018,2
110P05511,2018,2
110P05512,2018,2
110P05510,2018,2
110N05514,2018,2
110N05513,2018,2
110N05510,2018,2
110N05512,2018,2
110N05511,2018,2
110P05529,2018,2
110N05518,2018,2
110N05517,2018,2
110P05522,2018,2
110N05519,2018,2
110P05520,2018,2
110P05521,2018,2
110N05503,2018,2
110N05504,2018,2
110N05500,2018,2
110P05539,2018,2
110P05537,2018,2
110P05538,2018,2
110N05507,2018,2
110P05535,2018,2
110P05536,2018,2
110P05533,2018,2
110N05509,2018,2
110N05508,2018,2
110P05534,2018,2
110P05531,2018,2
110P05532,2018,2
110P05530,2018,2
110N05536,2018,2
110N05535,2018,2
110N05538,2018,2
110N05537,2018,2
110N05532,2018,2
110N05531,2018,2
110N05534,2018,2
110N05533,2018,2
110N05539,2018,2
110N05530,2018,2
110N05521,2018,2
110N05520,2018,2
110N05522,2018,2
110N05529,2018,2
110N05541,2018,2
110N05540,2018,2
110N04127,2018,3
110N05459,2018,2
110N04128,2018,4
110N05458,2018,2
110N04129,2018,4
110N05455,2018,2
110N04123,2018,4
110N04124,2018,4
110N05454,2018,2
110N04125,2018,4
110N05457,2018,2
110N04126,2018,4
110N05456,2018,2
110N05451,2018,2
110N05450,2018,2
110N04121,2018,3
110N05453,2018,2
110N04122,2018,4
110N05452,2018,2
110N05448,2018,2
110N05447,2018,2
110N05449,2018,2
110N05444,2018,2
110N05443,2018,2
110N05446,2018,2
110N05445,2018,2
110N05440,2018,2
110N04149,2018,3
110N04145,2018,3
110N05477,2018,2
110N04146,2018,3
110N05476,2018,2
110N05479,2018,2
110N04147,2018,3
110N04148,2018,3
110N05478,2018,2
110N05473,2018,2
110N05472,2018,2
110N04143,2018,3
110N05475,2018,2
110N04144,2018,3
110N05474,2018,2
110N05471,2018,2
110N05470,2018,2
110N05469,2018,2
110N05466,2018,3
110N05465,2018,3
110N05468,2018,2
110N05467,2018,2
110N05461,2018,2
110N05464,2018,3
110N05463,2018,3
110N05460,2018,2
110+04604,2018,4
110+04603,2018,4
110N04167,2018,2
110N05499,2018,2
110+04608,2018,4
110N05498,2018,2
110N04168,2018,2
110+04607,2018,4
110N04169,2018,2
110+04606,2018,4
110+04605,2018,4
110N05495,2018,2
110N04163,2018,2
110N04164,2018,2
110N05497,2018,2
110N04165,2018,2
110N05496,2018,2
110N04166,2018,2
110N05491,2018,3
110N05490,2018,3
110N05492,2018,3
110N05488,2018,2
110N04156,2018,4
110N05487,2018,2
110N05484,2018,2
110N04152,2018,4
110N04153,2018,4
110N05483,2018,2
110N04154,2018,4
110N05486,2018,2
110N05485,2018,2
110N04155,2018,4
110N05480,2018,2
110N05482,2018,2
110N04150,2018,3
110N05481,2018,2
110N04151,2018,3
110N04189,2018,2
110N04180,2018,4
110N04185,2018,4
110N04186,2018,2
110N04187,2018,2
110N04188,2018,2
110N04181,2018,4
110N04182,2018,4
110N04183,2018,4
110N04184,2018,4
110N04178,2018,3
110N04179,2018,4
110N04174,2018,2
110N04175,2018,3
110N04176,2018,3
110N04177,2018,3
110N04170,2018,2
110N04171,2018,2
110N04172,2018,2
110N04173,2018,2
110+04648,2018,4
110+04647,2018,4
110+04646,2018,6
110+04645,2018,5
110N04190,2018,2
110N04191,2018,2
110N04192,2018,2
110N04193,2018,2
110+04614,2018,4
110+04613,2018,4
110+04612,2018,4
110+04611,2018,4
110+04610,2018,4
110+04609,2018,4
110+04689,2018,3
110+04684,2018,2
110+04683,2018,2
110+04682,2018,2
110+04681,2018,2
110+04688,2018,3
110+04687,2018,2
110+04686,2018,2
110+04670,2018,4
110-15859,2018,3
110N05415,2018,2
110N05417,2018,2
110N05416,2018,2
110N05410,2018,2
110N05412,2018,2
110N05419,2018,2
110N05404,2018,2
110N05403,2018,2
110N05406,2018,2
110N05405,2018,2
110N05400,2018,2
110N05402,2018,2
110N05401,2018,2
110N05408,2018,2
110N05407,2018,2
110N05409,2018,2
110N05437,2018,2
110N05436,2018,2
110N05439,2018,2
110N05438,2018,2
110N05433,2018,2
110N05432,2018,2
110N05435,2018,2
110N05434,2018,2
110N05431,2018,2
110N05430,2018,2
110N05428,2018,2
110N05427,2018,2
110N05422,2018,2
110N05421,2018,2
110N05424,2018,2
110N05423,2018,2
110N05429,2018,2
110N05420,2018,2
110N05359,2018,2
110N05356,2018,2
110N05355,2018,2
110N05358,2018,2
110N05357,2018,2
110-10920,2018,4
110-10921,2018,4
110-10919,2018,4
110-10918,2018,4
110N05354,2018,2
110N05353,2018,2
110+04729,2018,4
110N05377,2018,2
110+04728,2018,4
110N05379,2018,3
110N05374,2018,2
110N05373,2018,2
110N05376,2018,2
110N05375,2018,2
110N05370,2018,2
110N05372,2018,2
110N05371,2018,2
110+04711,2018,3
110N05367,2018,2
110N05366,2018,2
110N05369,2018,2
110N05368,2018,2
110+04710,2018,4
110N05363,2018,2
110N05362,2018,2
110+04709,2018,4
110N05365,2018,2
110+04708,2018,4
110N05364,2018,2
110N05361,2018,2
110N05360,2018,2
110+04703,2018,4
110+04702,2018,4
110+04701,2018,4
110+04700,2018,4
110+04707,2018,4
110N05399,2018,2
110+04706,2018,4
110+04705,2018,4
110+04704,2018,4
110N05390,2018,3
110N05396,2018,2
110N05395,2018,2
110N05398,2018,2
110N05397,2018,2
110N05392,2018,2
110N05391,2018,3
110N05394,2018,2
110N05393,2018,2
110N16029,2018,3
110N05381,2018,3
110N05380,2018,3
110N05383,2018,3
110N05382,2018,3
110N16072,2018,3
110+04744,2018,4
110+04743,2018,3
110+04742,2018,3
110+04741,2018,3
110+04740,2018,3
110+04736,2018,2
110+04735,2018,3
110+04734,2018,3
110+04733,2018,2
110+04739,2018,2
110+04738,2018,2
110+04737,2018,3
110+04732,2018,2
110+04731,2018,2
110+04730,2018,2
110+04799,2018,2
110+04794,2018,3
110+04793,2018,3
110+04792,2018,3
110+04798,2018,2
110+04796,2018,3
110+04795,2018,3
110+04790,2018,4
110+04789,2018,3
110+04788,2018,3
110+04787,2018,3
110+04786,2018,3
110+04785,2018,3
110+04777,2018,4
110+04772,2018,3
110+04771,2018,2
110+04770,2018,2
110+04776,2018,4
110+04775,2018,3
110+04774,2018,3
110+04773,2018,3
110-04943,2018,3
110-04948,2018,3
110-04949,2018,3
110-04944,2018,3
110-04945,2018,3
110-04946,2018,3
110-04947,2018,3
110P05359,2018,2
110P05357,2018,2
110P05358,2018,2
110P05355,2018,2
110P05356,2018,2
110P05353,2018,2
110P05354,2018,2
110P05368,2018,2
110P05369,2018,2
110P05366,2018,2
110P05367,2018,2
110P05364,2018,2
110P05365,2018,2
110P05362,2018,2
110P05363,2018,2
110P05360,2018,2
110P05361,2018,2
110-04926,2018,3
110-04925,2018,3
110P16029,2018,3
110P05379,2018,3
110P05377,2018,2
110P05375,2018,2
110P05376,2018,2
110-04910,2018,3
110P05373,2018,2
110P05374,2018,2
110P05371,2018,2
110P05372,2018,2
110P05370,2018,2
110-04911,2018,3
110-04912,2018,3
110-04913,2018,2
110-04914,2018,2
110-04904,2018,3
110-04905,2018,3
110-04906,2018,3
110-04907,2018,3
110-04900,2018,2
110-04901,2018,2
110-04902,2018,2
110-04903,2018,2
110+09220,2018,2
110P16072,2018,3
110P05382,2018,3
110P05383,2018,3
110P05380,2018,3
110P05381,2018,3
110P05399,2018,2
110P05397,2018,2
110P05398,2018,2
110P05395,2018,2
110P05396,2018,2
110P05393,2018,2
110P05394,2018,2
110P05391,2018,2
110P05392,2018,2
110P05390,2018,3
110-04951,2018,2
110-04953,2018,3
110-04954,2018,3
110-04950,2018,3
110-04955,2018,3
110-04956,2018,3
110-04957,2018,3
110-04958,2018,3
110P05469,2018,2
110P05467,2018,2
110P05468,2018,2
110P05465,2018,3
110P05466,2018,3
110-04820,2018,3
110P05463,2018,3
110-04822,2018,4
110P05464,2018,3
110P05461,2018,2
110P04130,2018,4
110P05460,2018,2
110-04827,2018,2
110-04823,2018,4
110-04824,2018,3
110-04826,2018,2
110-04809,2018,3
110P04149,2018,3
110P04147,2018,3
110P05478,2018,2
110P04148,2018,3
110P05479,2018,2
110P04145,2018,3
110P05476,2018,2
110P04146,2018,3
110P05477,2018,2
110-04810,2018,3
110P04143,2018,3
110P05474,2018,2
110P05475,2018,2
110-04811,2018,3
110P04144,2018,3
110P05472,2018,2
110P05473,2018,2
110P05470,2018,2
110P05471,2018,2
110-04816,2018,3
110-04817,2018,3
110-04818,2018,3
110-04819,2018,3
110-04812,2018,3
110-04813,2018,3
110-04814,2018,3
110-04815,2018,3
110P05487,2018,2
110P04156,2018,4
110P05488,2018,3
110P04157,2018,4
110P05485,2018,2
110P04154,2018,4
110P04155,2018,4
110-04800,2018,2
110P05486,2018,2
110P05483,2018,2
110P04152,2018,4
110P04153,2018,4
110P05484,2018,2
110P04150,2018,3
110P05481,2018,2
110P04151,2018,3
110P05482,2018,2
110-04805,2018,2
110P05480,2018,2
110-04806,2018,3
110-04807,2018,3
110-04808,2018,3
110-04801,2018,2
110-04802,2018,2
110-04803,2018,2
110-04804,2018,2
110P04169,2018,2
110P05498,2018,2
110P04167,2018,2
110P05499,2018,2
110P04168,2018,2
110P05496,2018,2
110P04165,2018,2
110P05497,2018,2
110P04166,2018,2
110P04163,2018,2
110P04164,2018,2
110P05495,2018,2
110P05492,2018,3
110P05490,2018,3
110P05491,2018,3
110P05429,2018,2
110P05427,2018,2
110P05428,2018,2
110P05423,2018,2
110P05424,2018,2
110P05421,2018,2
110P05422,2018,2
110P05420,2018,2
110P05438,2018,2
110P05439,2018,2
110P05436,2018,2
110P05437,2018,2
110P05434,2018,2
110P05435,2018,2
110P05432,2018,2
110P05433,2018,2
110P05430,2018,2
110P05431,2018,2
110P05449,2018,2
110P05447,2018,2
110P05448,2018,2
110P05445,2018,2
110P05446,2018,2
110P05443,2018,2
110P05444,2018,2
110P05440,2018,2
110P04129,2018,4
110P05458,2018,2
110P04127,2018,3
110P05459,2018,2
110P04128,2018,4
110P04125,2018,4
110P05456,2018,2
110P04126,2018,4
110P05457,2018,2
110P05454,2018,2
110P04123,2018,4
110P05455,2018,2
110P04124,2018,4
110P04121,2018,3
110P05452,2018,2
110P05453,2018,2
110P04122,2018,4
110P05450,2018,2
110P05451,2018,2
110N15859,2018,3
110P05409,2018,2
110P05407,2018,2
110P05408,2018,2
110P05405,2018,2
110P05406,2018,2
110P05403,2018,2
110P05404,2018,2
110P05401,2018,2
110P05402,2018,2
110P05400,2018,2
110P05419,2018,2
110P05416,2018,2
110P05417,2018,2
110P05415,2018,2
110P05412,2018,2
110P05413,2018,2
110P05410,2018,2
110P05411,2018,2
110N10918,2018,4
110N10919,2018,4
110N10921,2018,4
110N10920,2018,4
110-04890,2018,2
110-04891,2018,2
110-04896,2018,2
110-04897,2018,2
110-04898,2018,2
110-04899,2018,2
110-04892,2018,2
110-04893,2018,2
110-04894,2018,2
110-04895,2018,2
110-04880,2018,3
110-04885,2018,4
110-04886,2018,4
110-04887,2018,4
110-04888,2018,4
110-04881,2018,3
110-04882,2018,4
110-04883,2018,5
110-04884,2018,5
110-04889,2018,2
110-04874,2018,2
110-04875,2018,2
110-04876,2018,2
110-04877,2018,2
110-04870,2018,2
110-04871,2018,2
110-04872,2018,2
110-04873,2018,2
110-04878,2018,3
110-04879,2018,3
110-04863,2018,3
110P04178,2018,4
110P04179,2018,4
110-04864,2018,3
110P04176,2018,3
110-04865,2018,3
110P04177,2018,4
110-04866,2018,3
110P04174,2018,2
110P04175,2018,2
110-04860,2018,4
110-04861,2018,4
110P04172,2018,2
110P04173,2018,2
110-04862,2018,3
110P04170,2018,2
110P04171,2018,2
110-04867,2018,3
110-04868,2018,3
110-04869,2018,2
110P04189,2018,2
110P04187,2018,2
110-04854,2018,2
110-04855,2018,2
110P04188,2018,2
110P04185,2018,4
110P04186,2018,2
110-04850,2018,3
110P04183,2018,4
110P04184,2018,4
110-04851,2018,3
110P04181,2018,4
110P04182,2018,4
110P04180,2018,4
110-04858,2018,3
110-04859,2018,4
110-04849,2018,3
110P04192,2018,2
110P04193,2018,2
110P04190,2018,2
110P04191,2018,2
110-04846,2018,3
110-04847,2018,3
110-04848,2018,3
110-04700,2018,3
110-04701,2018,3
110-04706,2018,4
110-04707,2018,4
110-04708,2018,3
110-04709,2018,3
110-04702,2018,3
110-04703,2018,4
110-04704,2018,4
110-04705,2018,4
110+05542,2018,2
110+05541,2018,2
110+05540,2018,2
110N05019,2018,3
110N05018,2018,3
110N05017,2018,3
110N05011,2018,2
110N05010,2018,2
110N05012,2018,2
110N05008,2018,2
110N05007,2018,2
110N05009,2018,2
110-04790,2018,3
110-04791,2018,3
110-04792,2018,3
110-04797,2018,2
110-04798,2018,2
110-04799,2018,2
110-04793,2018,3
110-04794,2018,3
110-04795,2018,3
110N05022,2018,3
110N05021,2018,3
110N05020,2018,3
110-04786,2018,3
110-04787,2018,3
110-04788,2018,3
110-04789,2018,3
110-04784,2018,3
110-04785,2018,3
110-04770,2018,2
110-04775,2018,4
110-04776,2018,4
110-04777,2018,4
110-04771,2018,3
110-04772,2018,3
110-04773,2018,3
110-04774,2018,3
110-04769,2018,2
110+05539,2018,2
110+05538,2018,2
110+05537,2018,2
110+05536,2018,2
110+05531,2018,2
110+05530,2018,2
110+05535,2018,2
110+05534,2018,2
110+05533,2018,2
110+05532,2018,2
110-04742,2018,3
110-04743,2018,4
110-04740,2018,3
110-04741,2018,3
110+05529,2018,2
110+05520,2018,2
110+05522,2018,2
110+05521,2018,2
110-04731,2018,2
110-04732,2018,3
110-04733,2018,2
110-04734,2018,3
110-04730,2018,2
110-04739,2018,3
110-04735,2018,2
110-04736,2018,3
110-04738,2018,3
110+05517,2018,2
110+05515,2018,2
110+05514,2018,2
110+05519,2018,2
110+05518,2018,2
110+05513,2018,2
110+05512,2018,2
110+05511,2018,2
110+05510,2018,2
110-04728,2018,4
110-04729,2018,2
110-04727,2018,4
110+05505,2018,2
110+05504,2018,2
110+05503,2018,2
110+05509,2018,2
110+05508,2018,2
110+05507,2018,2
110+05501,2018,2
110+05500,2018,2
110-04690,2018,3
110-04691,2018,2
110-04692,2018,2
110-04693,2018,2
110-04698,2018,4
110-04699,2018,4
110-04694,2018,2
110-04697,2018,4
110-04681,2018,2
110-04682,2018,2
110-04687,2018,3
110-04688,2018,3
110-04689,2018,3
110-04683,2018,2
110-04684,2018,2
110-04685,2018,2
110-04686,2018,2
110-04670,2018,4
110-04644,2018,5
110-04645,2018,6
110-04646,2018,4
110-04647,2018,4
110-04648,2018,4
110-04610,2018,4
110-04611,2018,4
110-04612,2018,4
110-04613,2018,4
110-04607,2018,4
110-04608,2018,4
110-04609,2018,4
110-04603,2018,4
110-04604,2018,4
110-04605,2018,4
110-04606,2018,4
110N04800,2018,2
110N04801,2018,2
110N04806,2018,2
110N04807,2018,3
110N04808,2018,3
110N04809,2018,3
110N04803,2018,2
110N04804,2018,2
110N04805,2018,2
110N04820,2018,3
110N04821,2018,3
110N04823,2018,4
110N04828,2018,2
110N04824,2018,4
110N04827,2018,2
110N04810,2018,3
110N04811,2018,3
110N04812,2018,3
110N04817,2018,3
110N04818,2018,3
110N04819,2018,3
110N04813,2018,3
110N04814,2018,3
110N04815,2018,3
110N04816,2018,3
110+16029,2018,3
110+05377,2018,2
110+05376,2018,2
110+05375,2018,2
110+05374,2018,2
110N04847,2018,3
110+05379,2018,3
110N04848,2018,3
110+05378,2018,2
110N04849,2018,3
110+05373,2018,2
110+05372,2018,2
110+05371,2018,2
110+05370,2018,2
110+05366,2018,2
110+05365,2018,2
110+05364,2018,2
110+05363,2018,2
110+05369,2018,2
110+05368,2018,2
110+05367,2018,2
110+05362,2018,2
110+05361,2018,2
110+05360,2018,2
110N04864,2018,3
110N04865,2018,3
110N04866,2018,3
110N04867,2018,3
110N04860,2018,4
110N04861,2018,4
110N04862,2018,3
110N04863,2018,3
110+05355,2018,2
